"SNP1" "SNP2" "SNP3" "SNP4" "SNP5" "SNP6" "SNP7" "SNP8" "SNP9" "SNP10" "SNP11" "SNP12" "SNP13" "SNP14" "SNP15" "SNP16" "SNP17" "SNP18" "SNP19" "SNP20" "SNP21" "SNP22" "SNP23" "SNP24" "SNP25" "SNP26" "SNP27" "SNP28" "SNP29" "SNP30" "SNP31" "SNP32" "SNP33" "SNP34" "SNP35" "SNP36" "SNP37" "SNP38"
"686" 27 19 23 50 54 24 25 30 47 22 10 44 38 49 49 25 23 25 69 46 10 7 8 20 19 25 7 7 29 86 65 39 20 19 46 42 8 5
"687" 12 11 6 29 27 14 10 27 24 15 5 24 12 33 27 13 15 12 16 16 10 2 6 7 3 14 1 5 13 48 31 16 11 17 32 23 8 0
"688" 9 6 13 0 0 23 16 21 32 22 3 17 25 34 54 19 20 17 29 35 10 4 4 16 4 9 4 8 21 51 56 19 18 17 24 17 6 10
"689" 9 11 9 0 0 1 7 12 21 5 1 14 25 10 13 2 13 4 25 20 15 3 5 20 6 3 2 3 18 28 17 20 12 7 34 25 1 1
"690" 16 24 19 0 0 13 18 43 43 14 9 34 31 54 64 28 33 20 43 51 13 6 6 22 19 22 10 9 31 59 59 34 28 38 40 43 10 8
"691" 12 13 14 22 40 13 14 35 40 21 8 23 22 37 22 17 24 13 32 35 9 1 2 17 6 15 12 6 25 45 50 22 12 29 26 39 5 9
"692" 7 6 5 0 0 11 12 33 18 12 2 19 16 39 30 8 21 8 18 28 4 2 5 16 9 22 5 5 12 36 26 22 14 10 34 27 7 3
"693" 11 9 8 0 0 18 11 33 36 19 1 21 14 43 33 16 23 13 28 27 8 11 2 14 7 19 5 4 15 39 31 19 12 19 24 31 12 8
"694" 10 12 10 13 25 17 25 23 22 24 3 12 22 40 28 17 13 17 40 41 13 5 4 8 3 17 9 8 20 41 40 18 7 32 30 19 5 2
"695" 11 8 12 0 1 20 21 21 22 15 8 21 26 53 25 26 19 11 27 24 16 2 10 7 7 19 10 6 22 43 54 25 14 21 19 21 9 7
"696" 20 14 18 35 27 8 18 30 34 23 5 28 27 55 44 18 27 23 39 42 9 3 3 17 11 26 6 9 31 59 53 43 16 28 54 29 7 4
"697" 15 10 18 40 46 15 15 26 41 31 5 27 45 46 45 23 28 18 65 45 8 5 6 30 9 23 12 11 27 45 37 44 22 36 30 50 7 5
"698" 16 17 13 16 9 4 14 27 32 18 6 18 29 34 22 19 37 6 21 32 11 3 2 19 5 14 13 7 22 32 36 30 11 18 21 23 11 4
"699" 19 7 16 11 17 8 7 31 36 22 7 23 22 39 41 12 15 6 37 37 12 7 3 16 9 19 4 9 25 50 43 27 14 12 30 23 4 3
"700" 6 11 16 37 31 16 14 29 32 21 2 26 25 33 32 21 12 11 27 18 8 5 2 18 12 17 10 3 21 41 33 26 15 18 39 30 9 6
"701" 13 8 11 23 18 12 8 26 20 12 3 26 8 39 31 14 22 10 32 18 10 4 6 10 5 15 4 6 17 39 39 16 8 22 25 27 5 2
"702" 5 10 2 2 5 4 4 20 14 4 2 22 8 17 14 9 11 3 12 9 4 1 3 19 9 13 6 2 13 15 23 16 13 7 14 15 1 1
"703" 14 16 9 26 23 16 21 32 29 32 5 18 19 38 47 19 32 15 36 28 18 7 1 19 7 21 7 10 15 40 44 32 12 30 31 40 11 6
"704" 8 8 6 7 14 8 11 19 19 11 0 16 16 26 20 12 17 14 26 16 13 3 1 9 11 14 6 6 11 8 34 22 13 10 30 13 6 6

